Sr No,Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
5985,Regular,FDR56,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.100277876,,196.8768,4
5986,Low Fat,NCG42,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,19.2,127.831,4
5987,Low Fat,NCX29,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.089656812,10,144.0102,4
5988,Low Fat,DRN36,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.087854925,,95.9752,4
5989,Low Fat,FDK28,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.065857092,5.695,258.5646,4
5990,Low Fat,FDR43,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.161817014,18.2,37.819,4
5991,Low Fat,NCN18,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.124967595,8.895,112.7544,4
5992,Low Fat,FDR49,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.233039817,8.71,49.5376,4
5993,Low Fat,FDC15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.17824575,18.1,158.1288,4
5994,Regular,FDI27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04605781,8.71,43.8744,4
5995,Low Fat,FDD29,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.030815427,12.15,252.0698,4
5996,Low Fat,FDI14,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.089677773,14.1,139.8496,4
5997,Low Fat,FDW50,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.132327406,,168.4158,4
5998,Low Fat,FDT31,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.012518707,19.75,190.6872,4
5999,Regular,FDJ14,Canned,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.050353695,10.3,78.696,4
6000,Low Fat,NCQ43,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.110762642,,108.5912,4
6001,Low Fat,FDU38,Dairy,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.083016832,10.8,193.4504,4
6002,Low Fat,DRF03,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.075836522,19.1,40.2138,4
6003,Regular,FDX22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.022970468,6.785,211.0928,4
6004,Regular,FDL58,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.07429945,5.78,264.9568,4
6005,Regular,FDD40,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.014816356,20.25,194.1162,4
6006,Low Fat,FDT08,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.049318315,13.65,149.005,4
6007,Low Fat,FDC53,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.008871687,8.68,99.7384,4
6008,Low Fat,DRK35,Hard Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.125793938,,36.2506,4
6009,Low Fat,NCV42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.031470832,6.26,110.2228,4
6010,Regular,FDL25,Breakfast,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.131665479,6.92,91.8804,4
6011,Low Fat,FDE34,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.107891398,9.195,182.7634,4
6012,Low Fat,NCK19,Others,2014,OUT013,Tier 3,High,Supermarket Type1,0.090390357,9.8,192.1478,4
6013,Low Fat,FDO44,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.087029712,,109.2228,4
6014,Low Fat,NCF31,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.051952573,9.13,152.3024,4
6015,Low Fat,FDV58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.121250374,20.85,193.9452,4
6016,Low Fat,FDN27,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,20.85,115.1808,4
6017,Low Fat,FDZ52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.100230114,19.2,112.9886,4
6018,Low Fat,FDR58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.041913535,6.675,90.7462,4
6019,Low Fat,FDC11,Starchy Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.141106202,,87.9172,4
6020,Low Fat,FDL22,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.036463975,16.85,90.7488,4
6021,Low Fat,FDC35,Starchy Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.123086812,7.435,206.9638,4
6022,Regular,FDX33,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.118149377,9.195,160.5578,4
6023,Regular,FDC40,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.065009745,16,79.5986,4
6024,Low Fat,FDP24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.083133128,20.6,120.1756,4
6025,Low Fat,NCQ42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.039428167,20.35,127.9678,4
6026,Low Fat,FDY59,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,8.195,93.1462,4
6027,Low Fat,FDU14,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.034823127,17.75,248.675,4
6028,Regular,FDT32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.065901299,19,188.7214,4
6029,Low Fat,FDX09,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.064933297,,174.837,4
6030,Low Fat,DRI37,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.107076832,,58.7904,4
6031,Low Fat,FDL20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.128674983,17.1,112.3886,4
6032,Regular,FDE05,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0,,145.2102,4
6033,Low Fat,FDE58,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.052025392,18.5,118.4124,4
6034,Regular,FDZ26,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.144017405,11.6,238.3222,4
6035,Low Fat,FDL34,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.041177505,16,142.3496,4
6036,Low Fat,DRG39,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.042352822,14.15,51.6982,4
6037,Low Fat,DRF01,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.175352413,5.655,147.4102,4
6038,Regular,FDR20,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.028282832,20,46.2744,4
6039,Low Fat,FDY07,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0,11.8,46.5402,4
6040,Regular,FDD38,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.008208342,16.75,102.8674,4
6041,Low Fat,FDD03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.080131363,13.3,234.03,4
6042,Low Fat,NCL18,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.167444431,18.85,194.6136,4
6043,Low Fat,FDD29,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.018485511,12.15,253.1698,4
6044,Low Fat,FDU11,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.092516598,4.785,120.1098,4
6045,Regular,FDL02,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.104245198,20,105.3622,4
6046,Regular,FDO51,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.041779181,,43.4112,4
6047,Regular,FDT01,Canned,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.18520944,13.65,212.9902,4
6048,Low Fat,FDJ08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11084417,11.1,189.2846,4
6049,Low Fat,FDU32,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0,8.785,123.0414,4
6050,Regular,FDG09,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.04792722,20.6,185.9556,4
6051,Low Fat,FDE39,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.036207786,7.89,121.0782,4
6052,Low Fat,FDU56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.044377096,16.85,185.8266,4
6053,Low Fat,NCH55,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.034742632,16.35,127.402,4
6054,Regular,FDC33,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.068604503,,197.3768,4
6055,Low Fat,NCV54,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03294861,,116.8124,4
6056,Low Fat,DRH25,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.014522363,,50.2324,4
6057,Low Fat,NCT18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.059393919,14.6,181.7976,4
6058,Low Fat,NCV06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.066681333,11.3,194.4478,4
6059,Low Fat,FDH21,Seafood,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.031273559,10.395,160.0604,4
6060,Low Fat,FDR26,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.042836778,20.7,175.8028,4
6061,Low Fat,FDA14,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.114127418,,147.176,4
6062,Low Fat,FDN20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.026181893,19.35,167.0474,4
6063,Low Fat,NCN29,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.012184999,15.2,50.3034,4
6064,Low Fat,FDI28,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026428924,14.3,78.2302,4
6065,Regular,FDA03,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.045243613,,146.8102,4
6066,Regular,FDU10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.045950475,10.1,38.2848,4
6067,Regular,FDP13,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.133673087,,41.548,4
6068,Low Fat,NCK06,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.008644894,5.03,122.6756,4
6069,Low Fat,NCY18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.031145743,7.285,173.6054,4
6070,Low Fat,FDE38,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.044391149,,164.3842,4
6071,Low Fat,FDB59,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.015278899,18.25,199.0084,4
6072,Regular,FDO15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.008579863,16.75,72.3038,4
6073,Low Fat,DRN47,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.028164527,12.1,178.166,4
6074,Regular,FDB38,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0273467,19.5,158.992,4
6075,Low Fat,FDT59,Breads,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.016001434,13.65,230.6668,4
6076,Regular,FDG08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.165328057,13.15,170.6764,4
6077,Regular,FDY26,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.030510526,20.6,211.4244,4
6078,Low Fat,DRE13,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.027699863,6.28,87.9198,4
6079,Regular,FDE51,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.09646733,5.925,42.8086,4
6080,Regular,FDV56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.013584408,16.1,107.7596,4
6081,Regular,FDU44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.058516562,12.15,164.1552,4
6082,Regular,FDU16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.058365706,19.25,82.1908,4
6083,Low Fat,FDV07,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.031346387,9.5,110.7228,4
6084,Low Fat,FDW01,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.063750302,,153.4682,4
6085,Low Fat,FDG24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.014560297,,81.425,4
6086,Low Fat,FDO04,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.026408698,,53.2614,4
6087,Low Fat,DRB25,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.069446588,12.3,106.3938,4
6088,Regular,FDF08,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.065207559,14.3,89.8856,4
6089,Low Fat,DRF03,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.045299563,19.1,38.8138,4
6090,low fat,FDE02,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.121149472,8.71,93.7778,4
6091,Low Fat,FDW49,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,19.5,179.3002,4
6092,Low Fat,FDR23,Breads,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,15.85,174.737,4
6093,Low Fat,NCJ29,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.035022503,,85.1224,4
6094,Regular,FDZ01,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.009014978,,102.699,4
6095,Low Fat,FDG44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.102607233,6.13,54.0298,4
6096,Regular,FDA47,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,10.5,162.421,4
6097,Low Fat,NCD19,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,8.93,55.4614,4
6098,Low Fat,FDN12,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.08071118,,113.1544,4
6099,Low Fat,DRP35,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.091008572,18.85,129.6336,4
6100,Regular,FDN23,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07549348,6.575,143.5444,4
6101,Regular,FDH40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.078547351,,79.3276,4
6102,Low Fat,FDA21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036107198,13.65,184.4924,4
6103,Low Fat,FDA46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.117537563,13.6,195.4136,4
6104,Low Fat,NCM19,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.047008497,,112.0202,4
6105,Regular,FDQ31,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0,5.785,87.1856,4
6106,Low Fat,FDK55,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.045105407,,89.4172,4
6107,Low Fat,DRG15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.076855207,6.13,59.3536,4
6108,Regular,FDT32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.114916546,,188.4214,4
6109,Low Fat,FDN02,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.07376631,16.5,208.5638,4
6110,Regular,FDJ40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.049349121,,108.6912,4
6111,low fat,FDU13,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.328390948,,146.0418,4
6112,Regular,FDS27,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.012455787,10.195,197.511,4
6113,Low Fat,DRM59,Hard Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.006289291,,153.2998,4
6114,Low Fat,NCV30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.110356797,20.2,62.051,4
6115,Regular,FDA51,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.164542555,8.05,112.2518,4
6116,Low Fat,NCY41,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07585337,16.75,36.8532,4
6117,Low Fat,FDM52,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.025993423,15.1,147.4076,4
6118,Low Fat,FDS47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.129086113,16.75,89.4856,4
6119,Regular,FDW27,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.151467821,5.86,154.1314,4
6120,Low Fat,FDD51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.120189206,11.15,45.0744,4
6121,Low Fat,NCN06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.120497266,8.39,162.2868,4
6122,Regular,FDR57,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.023492524,5.675,155.5288,4
6123,Low Fat,NCO17,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.073024401,,121.844,4
6124,Regular,FDJ33,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.088821765,8.895,125.173,4
6125,Low Fat,FDB15,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.136810742,10.895,263.0568,4
6126,Low Fat,FDZ12,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0,,144.847,4
6127,Low Fat,NCI31,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.08165845,20,35.019,4
6128,Low Fat,NCV05,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.030379382,10.1,153.4656,4
6129,Low Fat,DRG51,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.019314961,12.1,164.6526,4
6130,Low Fat,FDP24,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.082935004,20.6,119.5756,4
6131,Regular,FDN56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.106968096,5.46,142.6786,4
6132,Low Fat,DRE60,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.159582185,9.395,224.772,4
6133,Low Fat,FDW49,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.14453827,,180.6002,4
6134,Low Fat,FDM20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.038685802,10,243.8144,4
6135,Low Fat,FDK48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.037690731,7.445,73.3354,4
6136,Low Fat,FDX50,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07461309,20.1,108.7228,4
6137,Low Fat,NCN14,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.160936178,,184.2608,4
6138,Regular,FDV57,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.065577449,,181.766,4
6139,Regular,FDZ39,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.018126724,19.7,101.799,4
6140,Regular,FDX27,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.11411709,20.7,92.7436,4
6141,Regular,FDO01,Breakfast,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.020760673,21.1,128.7994,4
6142,Low Fat,FDU25,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.026676216,12.35,57.0246,4
6143,Regular,FDD59,Starchy Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.066315023,10.5,78.296,4
6144,Low Fat,FDH22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.136275173,6.405,128.1678,4
6145,Low Fat,FDQ22,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.029799965,16.75,39.1822,4
6146,Low Fat,FDG57,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.072410764,14.7,48.2034,4
6147,Regular,FDR20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.028118435,20,46.7744,4
6148,Low Fat,FDU22,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.163350221,,120.2124,4
6149,Regular,FDF34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014076503,9.3,200.0084,4
6150,Regular,FDJ33,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.088305478,8.895,123.473,4
6151,Regular,FDS44,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.15528831,,241.7538,4
6152,Regular,FDZ39,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.018021361,19.7,101.199,4
6153,Low Fat,NCM31,Others,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0816559,6.095,143.3154,4
6154,Low Fat,FDR48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.131708682,11.65,152.3024,4
6155,Low Fat,FDY13,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.030174246,12.1,76.667,4
6156,Low Fat,FDA49,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0650227,19.7,87.0198,4
6157,Low Fat,FDY14,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.070149088,10.3,264.5226,4
6158,Low Fat,FDK52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.079342006,18.25,226.0062,4
6159,Low Fat,FDV31,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,9.8,175.237,4
6160,Low Fat,FDX15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.156541861,17.2,162.4578,4
6161,Low Fat,NCM26,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.023179181,20.5,154.034,4
6162,Low Fat,FDH33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.121914662,12.85,43.5428,4
6163,Low Fat,FDT48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.046026479,4.92,196.5084,4
6164,Low Fat,FDW23,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0821398,5.765,37.2164,4
6165,Low Fat,FDW24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.037555348,6.8,49.6034,4
6166,Low Fat,FDB60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.028566433,9.3,193.0136,4
6167,Low Fat,FDY36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.009425158,12.3,74.838,4
6168,Low Fat,FDH48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,13.5,84.654,4
6169,Low Fat,FDP60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.056005781,17.35,99.2016,4
6170,Low Fat,FDW48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.008554102,18,79.3618,4
6171,Low Fat,FDR35,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.020729902,12.5,197.2742,4
6172,Low Fat,FDV47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,17.1,85.5566,4
6173,Low Fat,FDR47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.087604647,17.85,196.9794,4
6174,Low Fat,FDV35,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.128405328,19.5,156.4314,4
6175,Low Fat,FDO37,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.021409913,8.06,229.7326,4
6176,Low Fat,FDV25,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04572322,5.905,222.1456,4
6177,Low Fat,FDO25,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.127647181,6.3,207.927,4
6178,Low Fat,FDT49,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,7,105.628,4
6179,Low Fat,FDS37,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.031994534,7.655,114.3492,4
6180,Low Fat,FDW13,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.098036903,8.5,51.5324,4
6181,Low Fat,FDJ50,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.021619564,8.645,50.6982,4
6182,Low Fat,FDQ13,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.010658153,11.1,83.0908,4
6183,Low Fat,FDS01,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,11.6,178.2686,4
6184,Low Fat,FDP25,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.021240491,15.2,216.9824,4
6185,Low Fat,FDA13,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07867708,15.85,37.8506,4
6186,Low Fat,FDX37,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.063127333,16.2,100.47,4
6187,Low Fat,FDO38,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.072952298,17.25,76.0986,4
6188,Low Fat,FDL26,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.073306615,18,155.0972,4
6189,Low Fat,FDG26,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.042716162,18.85,257.833,4
6190,Low Fat,FDA38,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025519534,5.44,238.7538,4
6191,Low Fat,FDB27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.055476238,7.575,196.8768,4
6192,Low Fat,FDZ27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.017182935,7.935,51.235,4
6193,Low Fat,FDQ14,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.061883353,9.27,147.905,4
6194,Low Fat,DRG51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.011557563,12.1,165.3526,4
6195,Low Fat,FDW50,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.075695552,13.1,168.4158,4
6196,Low Fat,FDZ15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.020903193,13.1,119.2782,4
6197,Low Fat,DRJ51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,14.1,231.9668,4
6198,Low Fat,DRG39,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.042246575,14.15,54.2982,4
6199,Low Fat,FDC04,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045055587,15.6,242.3854,4
6200,Low Fat,FDV02,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06063976,16.75,173.0106,4
6201,Low Fat,FDB52,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03048292,17.75,257.2672,4
6202,Low Fat,FDV38,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.101932076,19.25,54.5956,4
6203,Low Fat,FDK51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.005243282,19.85,266.1884,4
6204,Low Fat,FDO28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.072410764,5.765,122.5098,4
6205,Low Fat,FDY52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.007359711,6.365,60.1536,4
6206,Low Fat,FDQ04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.084885375,6.4,39.2796,4
6207,Low Fat,FDR04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.022602061,7.075,98.1068,4
